ETF,In_Risk,In_Cost,Out_Return,Out_Liquidity,Out_Diversity,Out_Sentiment
SSO,0.8061214322004232,1.0,0.5865268253292346,0.5945881160176074,,0.10089389173977821
VCR,0.5381370452745199,0.1740740740740741,0.37948964777913086,0.24306623056565635,,0.41241516305247483
DLN,0.1655124902064406,0.4086419753086421,0.4693259872206231,0.2548124483295267,,1.0
DIHP,0.19253943050247593,0.39629629629629637,0.4697537778942434,0.2951626928570622,,1.0
VOX,0.39054772439850743,0.1740740740740741,0.5303031872866295,0.2603447514583914,,0.5877669260056284
DFLV,0.261188677248443,0.3222222222222223,0.43782471455385363,0.30152854247776806,,0.46887932461513004
GSIE,0.2066636949250254,0.371604938271605,0.546843672516605,0.28596403339288945,,0.3514815427909287
DFIS,0.225032572853656,0.5444444444444446,0.5247622705798418,0.2837063329251195,,0.46887932461513004
EFAV,0.10781234337943188,0.3098765432098766,0.5432865161421508,0.287377942922331,,0.27967223969541477
SCHC,0.27821471408984527,0.16172839506172842,0.6440004614956614,0.2862384768202244,,0.15050488329746736
SPXL,1.0,1.0,0.6311541929666367,0.564933969988888,,0.1002979639132594
CGXU,0.39759184908941586,0.7296296296296299,0.6924018407911487,0.30586210614550935,,0.46887932461513004
KBWB,0.5724502874098689,0.4950617283950618,0.6550424757886951,0.38201481296456863,,0.7467306737295152
XMHQ,0.463447204574766,0.371604938271605,0.3332537774969351,0.26134889863917543,,0.35237543453070697
RECS,0.29922616355233006,0.2481481481481482,0.42659442027289474,0.27824373671688724,,0.6914583678198974
JHMM,0.37541627688217194,0.569135802469136,0.3747559953160004,0.25014054522711904,,0.3476080119185566
SCHK,0.30940332588999997,0.1,0.45826991262837413,0.3151390318699635,,0.6078794901506374
EWC,0.23268972790733378,0.6802469135802471,0.4682090763403178,0.41689554431485454,,0.30291342492964746
GNR,0.4341421062152194,0.5567901234567904,0.4479722112864342,0.25288435027257533,,0.19981791094189708
DSI,0.34373654311326124,0.371604938271605,0.4356393533692675,0.23231426354582752,,0.5838933951332562
