ETF,In_Risk,In_Cost,Out_Return,Out_Liquidity,Out_Diversity,Out_Sentiment
DON,0.39276475547570877,0.5375,0.47718340884579463,0.20752543604116655,,0.3475125934217893
TECL,1.0,1.0,1.0,0.374077958462033,,1.0
TDIV,0.47610934298030183,0.6875,0.5560230433414007,0.19661259654284316,,0.6702005070292697
DEM,0.28509174199503007,0.85,0.6764835618488341,0.22503108059114263,,0.7690218285977682
IXJ,0.28380238522469975,0.5625000000000001,0.29253681232487216,0.20896999975343783,,0.601455239851184
EUFN,0.3366547253540457,0.6749999999999999,0.8192214454529974,0.3002573892020092,,0.2384683765186186
QTUM,0.6317831881108025,0.5625000000000001,0.6625,0.21320718575405342,,0.5632305007737138
USRT,0.3686497018696054,0.1625,0.5017525491906062,0.22474527983456996,,0.19994732163434636
IWX,0.1816000563147293,0.3125,0.44569087451686645,0.20811074497275595,,0.9420702597701912
AIA,0.5216159467991013,0.6875,0.5700680257189596,0.1984245810827923,,0.5282652355710667
SUSA,0.3286437917277258,0.375,0.42046242136985457,0.20674460558299235,,1.0
XT,0.4460633244788618,0.6375000000000001,0.7028012714991202,0.1956528716624591,,0.37669970039179557
VIOO,0.5873849877857673,0.15000000000000002,0.3867785442263929,0.1953620623453926,,0.5135976031343631
VNQI,0.3437540030295945,0.21250000000000002,0.6090565930635182,0.2190363614391269,,0.4288512823889641
IDMO,0.2428510520796873,0.375,0.5926055282346081,0.2039660608410801,,0.2600994304151715
AAXJ,0.4118469524690614,0.9624999999999999,0.48529318272123523,0.26124410362767636,,0.47537286405689294
EWU,0.20052083862834605,0.6875,0.6407832568748162,0.3600606638925811,,0.1
SMLF,0.5370279375157034,0.25,0.43210445618127125,0.19343653620876086,,0.8718434135580949
XOP,0.8413121867470492,0.5,0.38197264909410855,0.4502182336057842,,0.21194811180983117
FLJP,0.32362543588544473,0.175,0.7340920701595051,0.26642860349086117,,0.4429262832120636
DFGR,0.3362768611455237,0.3375,0.5963957786126005,0.2263488281315956,,0.1
FV,0.46353781492314916,1.0,0.33422051014773957,0.19292746077173362,,0.13253547558686993
IYF,0.3175865253485269,0.5375,0.5141435312998293,0.21366578819568793,,0.3269186448490437
GCOW,0.16142496416335408,0.8125,0.6817278764829426,0.21385597079299096,,0.4055904915549997
IMCG,0.41024775576182104,0.1375,0.370252648526475,0.19443776602778423,,0.33388206630889294
EEMV,0.17107546518653213,0.375,0.472098392823048,0.22902847918204458,,0.466187074046028
IVOO,0.46991500869229286,0.15000000000000002,0.40351151651039546,0.1815777121169329,,0.1150528429855464
JTEK,0.7376231408151438,0.875,0.4254753930862236,0.19915657463991077,,0.9468113126790249
INTF,0.22971829655024176,0.26250000000000007,0.5857798381728392,0.19889004902230076,,0.30306522240147515
SPHD,0.19959479083308038,0.4375000000000001,0.6084091231609963,0.26306755307869034,,0.4198136502815002
ACWV,0.1,0.3125,0.40550129781667504,0.19796277353989955,,0.39892338590195264
FNDC,0.23220300697416713,0.55,0.66851178097602,0.19917244580530796,,0.2848418002831464
CALF,0.6939845357792782,0.7999999999999999,0.3358310864505875,0.3306904753654992,,0.9142165739307945
MLPX,0.32940892862589155,0.625,0.7813140071315413,0.21027350512835502,,0.6256049781055546
IHI,0.41259753413376987,0.5375,0.14295454545454545,0.2972173866792365,,0.7081289302999378
BOTZ,0.6502706220471983,0.9125,0.3532593066098345,0.27561389306051376,,0.6636815592796238
VAW,0.44564901091583503,0.175,0.37401665875419926,0.17188917022203776,,0.3132881177361474
PTLC,0.20000406656974679,0.8125,0.3761602235960101,0.19377905223474878,,0.47596549567049706
XYLD,0.22079682346439794,0.8125,0.55,0.25084965815830035,,0.5187831297533997
NFRA,0.14371308317151776,0.6499999999999999,0.6445620707271386,0.17402707178369978,,0.2528396931485202
USMC,0.31865993637270695,0.21250000000000002,0.44037352866807383,0.17568611452189717,,0.10986731636650975
LRGF,0.33254478491476913,0.1625,0.4714473816613086,0.18343157107224645,,0.7905047245909201
USCA,0.3216848787871746,0.15000000000000002,0.4619972701987234,0.16657463523694882,,0.466187074046028
IYH,0.2912875331679595,0.5375,0.2819224393277155,0.21643655226760947,,0.5898989233859023
GSUS,0.32084281291891115,0.15000000000000002,0.46888414857549787,0.17160853564773296,,0.39655285944753593
FRDM,0.38387390420468787,0.6749999999999999,0.6711547794743713,0.18013620217622123,,0.6350870839232217
FHLC,0.2736106446457074,0.16750000000000004,0.3028809466063255,0.1766569175542188,,0.5343397096105096
DCOR,0.3323024110038473,0.23750000000000002,0.4425644651085987,0.16962013749293584,,0.466187074046028
SMMD,0.5117174757930174,0.25,0.416783285256493,0.17610882429458824,,0.871991571461496
ILCG,0.4671219696793655,0.1125,0.46179652143848665,0.16731720144687057,,0.466187074046028
IXC,0.45751592406988106,0.5625000000000001,0.5164193418547168,0.2383259509415328,,0.45463075758074634
REMX,1.0,0.7875,0.33225992971664764,0.20958235835342726,,0.7281302472590792
PXF,0.24234178229764097,0.6,0.6912158968351851,0.16208310433507434,,0.4399631251440427
QTEC,0.6815720124146566,0.7500000000000001,0.4036356927967305,0.1766239761572243,,0.35047575148981025
PRFZ,0.5505694649991795,0.48750000000000004,0.3853381225262789,0.17154877967964016,,0.8481381490139274
IYY,0.3219882240128039,0.3125,0.44856422902465076,0.15415500177363717,,0.1
SQQQ,1.0,1.0,0.55,0.6009645377062789,,0.1968360056629244
NUGO,0.5289261323944399,0.7625000000000001,0.43109496509053763,0.16847656967576388,,1.0
WTV,0.32564684328892546,0.21250000000000002,0.5164592245609871,0.16101105759277223,,0.9361439436341493
MDYG,0.4958516450000799,0.25,0.36040852843586,0.1671957864196151,,0.337141540183716
CQQQ,0.977807421780257,0.875,0.39493923095976513,0.22189686453783575,,0.41136864978764054
AVSC,0.6033997476185151,0.375,0.39760591525747346,0.16253822382377306,,1.0
JMEE,0.49395111819775445,0.36250000000000004,0.39620793061454074,0.15996751887419083,,0.466187074046028
KOMP,0.5658661167236229,0.3125,0.48069929871456807,0.16011990927844238,,0.5005597076350708
FLIN,0.3852361052210399,0.30000000000000004,0.2767505753739931,0.19929686711995204,,0.8500642017581409
FUTY,0.3486464949073476,0.16750000000000004,0.49162437366799633,0.18132304862150556,,0.6174562934184971
ITB,0.7936037804938267,0.5375,0.36544379266927096,0.3659030227362345,,0.17253810950515266
XSMO,0.5279221480638046,0.5125,0.44635355441799507,0.1783897712330705,,0.8396931485200677
MDYV,0.44553557812824507,0.25,0.4338338678549129,0.17163266777827074,,0.32943732920686153
IPAC,0.31971492529130435,0.175,0.6892375520545753,0.15986076286161913,,0.4605570737167882
SNPE,0.3291290433322054,0.18750000000000003,0.4566143820276902,0.17866407332059675,,0.4384815461100322
NULG,0.44600884787543515,0.38750000000000007,0.3918975215055706,0.15232276370671766,,0.3412899614789453
SECT,0.39305511127877635,0.9249999999999999,0.39080629118568333,0.15620651946096475,,0.6764231389721138
DIVI,0.24284052710731824,0.175,0.6714611274234081,0.16857807278375733,,0.3029170644980741
ARTY,0.7644408112588792,0.6499999999999999,0.39571720497246976,0.18201628913943171,,0.6021960293681892
EQWL,0.2200807304866377,0.375,0.4703452953500493,0.1473125691037362,,0.6829420867217599
TSPA,0.3159318444725877,0.48750000000000004,0.438311296681408,0.16307613737091675,,0.935106838310342
USCL,0.3207688521816421,0.1625,0.4493522462807103,0.14848566422007387,,0.466187074046028
HDEF,0.16031504932168164,0.175,0.6308232621383272,0.16536446181246534,,0.40233101768017665
APUE,0.31334467555308987,0.45000000000000007,0.4560857474959621,0.15922758216490526,,0.466187074046028
FSMD,0.4228657543632115,0.25,0.4261214697064303,0.15723123777578493,,0.3324004872748825
ESML,0.5399849101215468,0.275,0.39352487524962976,0.15642421766040573,,0.7953939354031546
URNM,1.0,1.0,0.7765928119533302,0.22310498669842949,,0.8079873571922436
IHDG,0.29340943839945627,0.7875,0.41162088401182745,0.17506812844534062,,0.23446811312679033
EPI,0.37474253076432634,1.0,0.23836918885167735,0.24545775212961463,,0.677015770585718
ICLN,0.807543051176328,0.55,0.2506474312002353,0.3943694642634814,,0.620271293583117
FNCL,0.3323599103030902,0.16750000000000004,0.49908569073260856,0.14999333985423724,,0.3063246962762982
SCHY,0.1795121359875447,0.1625,0.6032234424909824,0.17466028050503368,,0.28261943173213067
SPUS,0.428322441946086,0.625,0.43920334568366304,0.17200434207520343,,0.10986731636650975
SKYY,0.7280135687272073,0.8125,0.3414372481126185,0.1612919215920329,,0.4291475981957662
EWW,0.7256247676245859,0.6875,0.5519771256585839,0.3367738843511103,,0.4927073387548154
ACIO,0.12340943113772457,1.0,0.31695692951539584,0.15242509359511436,,0.466187074046028
PABU,0.374993414517073,0.18750000000000003,0.4189367191813693,0.14332565084466964,,1.0
SPGP,0.4372213537392835,0.5125,0.3354035229401353,0.16558399546316205,,0.4648536529154186
BSVO,0.6252065100335347,0.625,0.4408119481698979,0.15768761325701003,,1.0
EPP,0.3880641911665391,0.6499999999999999,0.5774304197391982,0.18194544911515792,,0.494485233595628
QGRW,0.5204854857953267,0.4125,0.46865280565775835,0.15471902228132284,,0.9871102624041095
MLPA,0.23725489840111194,1.0,0.6508202304592156,0.15262835859860507,,0.6192341882593096
QGRO,0.45618608768395785,0.42500000000000004,0.3887134650415147,0.139646843279983,,0.36188391005169074
JIVE,0.22878827295687548,0.7500000000000001,0.6769070035657707,0.13750950214339885,,0.5064860237711128
GUSA,0.32829996688650354,0.18750000000000003,0.45917465438858135,0.13277176156779147,,0.466187074046028
BGIG,0.18033320637405761,0.625,0.4661444330631054,0.1294107111556207,,0.466187074046028
FTHI,0.24400637543733777,1.0,0.6197848668899358,0.17483108116265506,,0.9644421031837493
FWD,0.6646412259763761,0.875,0.5475842226258728,0.14004759787199755,,1.0
OIH,0.9235993208828523,0.5,0.38127583377625957,0.1988346876275168,,0.4038125967141871
COWG,0.4754821608299288,0.6749999999999999,0.3923033730332789,0.17652224288828516,,0.42351759786652643
FAS,1.0,1.0,0.9247743656695239,0.22434442475769897,,0.5805649754716363
JMOM,0.3525679797935054,0.21250000000000002,0.4843123119713913,0.1341087111197266,,0.3664768050571233
PHO,0.3467069998373372,0.7999999999999999,0.2944944320310444,0.1341087111197266,,0.5303394462186815
ICF,0.35149804078478986,0.4625,0.45562480326337673,0.14358556157639674,,0.20602179567378928
DES,0.5092792359133298,0.5375,0.4911174511190121,0.14431274771602096,,0.9051789418233306
QDF,0.29771472395979326,0.55,0.46791668816793697,0.12763462868686246,,0.5943436604879337
CGIE,0.2384288072533081,0.7375,0.4296807835406916,0.15513848153008886,,0.466187074046028
BBMC,0.4797514463554095,0.15000000000000002,0.432623221629934,0.12631367848311542,,0.3260296974286374
FIDU,0.3905229227453412,0.16750000000000004,0.482156904229902,0.13272648046757338,,0.7220557732196363
IWL,0.32768778928923625,0.25,0.4642685525860868,0.13103657137687016,,0.12749810687123433
IYJ,0.3562255915043549,0.5375,0.3996306447284906,0.1296978601990978,,0.4651499687222206
TCHP,0.4713198133807573,0.7749999999999999,0.4382471476414827,0.14283843947532102,,0.1
DFSU,0.351482028666412,0.25,0.4308045818346949,0.1369448894882132,,0.466187074046028
IYG,0.3668796275385199,0.5375,0.46837722602651366,0.1326128490620141,,0.5724162907845787
NULV,0.23931980811600184,0.38750000000000007,0.4147792808599132,0.14050323140130114,,0.7347973529121263
XSOE,0.3819143667552114,0.4625,0.48106764772662775,0.16321677406789853,,0.5823428703124489
ARKQ,0.7959945967269924,1.0,0.5776136363636364,0.14189639373585744,,0.5604155006090938
EWP,0.30027048135114687,0.6875,0.6781970088292817,0.18229687295176744,,0.3260296974286374
TILT,0.3474665951265066,0.375,0.45254321110291207,0.12106967535669934,,0.9887399993415212
PICK,0.7659125237277083,0.55,0.5402956145149056,0.16831260480453097,,0.7293155104862877
PXH,0.3620486107581103,0.6499999999999999,0.6840962822583558,0.15422307213935244,,0.8998452573008928
TMFC,0.38580836144833786,0.6875,0.4555048068239873,0.13154396567571924,,0.1
PSC,0.48816812923994357,0.5375,0.3673023151707803,0.12606052581591728,,0.8266552530207756
USD,1.0,1.0,0.6011363636363636,0.2622320512585506,,0.7081289302999378
XSD,1.0,0.5,0.45972836800198164,0.12296463766942028,,0.5495999736608175
FIW,0.33614444800672727,0.7,0.30933137929788895,0.11903764392371888,,0.6970170875448594
FLQL,0.3313054251671288,0.25,0.4839567927673168,0.12513540430098713,,0.5562670793138647
DSTL,0.26642234721679614,0.55,0.3741325334000733,0.13156219089808946,,0.5130049715207589
HEDJ,0.27701641950152567,0.7875,0.40099072048176604,0.1310905939539952,,0.35536496230204473
JPEF,0.3041029464839422,0.6125,0.39400120364111124,0.12756803341302755,,0.466187074046028
LIT,0.9197792869269948,1.0,0.25501490683069555,0.16901381118205633,,0.6293089256905808
FTXL,1.0,0.8125,0.5735227272727272,0.1285130604854559,,0.677015770585718
RWR,0.38125370348316223,0.375,0.5685000606335822,0.15437871749972193,,0.14157310769433382
DGS,0.33098058067711295,0.7875,0.6143398034955905,0.14075879513981557,,1.0
REGL,0.3077275808557515,0.5625000000000001,0.4460055241063642,0.11773928191698305,,0.39373785928291594
HACK,0.4976172942134165,0.8125,0.30759999380763414,0.12562698160018193,,0.40796101800941653
FLTW,0.6026341614007009,0.30000000000000004,0.7008099227502362,0.12349578037190989,,0.4750765482500908
ICOW,0.26670172872784637,0.875,0.5052694259676862,0.14574650827682462,,0.2280973232805453
IEV,0.24857407728806277,0.8125,0.5422261813227925,0.15661702857566395,,0.3469199618081851
TMSL,0.47489394694724063,0.7500000000000001,0.3836393050101401,0.12725626532164705,,0.1
USPX,0.3281795356049967,0.1,0.47067811566307344,0.12136906942164477,,0.40855364962302065
FDIS,0.5719724388235414,0.16750000000000004,0.38557776708447944,0.12134777059785179,,0.4398149672406416
IDU,0.3097955132664576,0.5375,0.4656611963134782,0.12628012562840396,,0.5067823395779149
IYT,0.5612754587235909,0.5375,0.3635102651364643,0.1841316778818141,,0.4135910183386563
PWB,0.43895548249850047,0.7500000000000001,0.4780950218538912,0.11106216052433182,,0.6152339248674813
RPV,0.281819946088904,0.5,0.507707902232864,0.14329939765404057,,0.5017449708622793
RWJ,0.6355551857115262,0.55,0.38612219214911214,0.13108209465271106,,0.8958449939090646
FCOM,0.41359104795502377,0.16750000000000004,0.5361774783654218,0.12529675520488479,,0.5956770816185432
FLQM,0.3314388458711972,0.4375000000000001,0.3799064694742165,0.12628012562840396,,0.334030224212294
DFEV,0.3248322676136933,0.6,0.5847363858256747,0.13047163983094467,,0.570045764330162
GSEW,0.3034547688518186,0.175,0.43878425797396114,0.11479995003241737,,0.18676126823165318
XCEM,0.3850862230789452,0.26250000000000007,0.6662813682032335,0.13432119432139134,,0.466187074046028
DFAR,0.3553375588744897,0.30000000000000004,0.4800494486214245,0.1661361648416331,,0.3664768050571233
EMGF,0.3705902045048879,0.38750000000000007,0.5695261550052377,0.11902885578617957,,0.28987916899878197
ROBO,0.5900886121886715,1.0,0.30546333732396913,0.11686408138815751,,0.6512362953939358
VIOV,0.6049489473030654,0.18750000000000003,0.414409944939547,0.11179406161350011,,0.7922826194317326
PKW,0.36458427130701,0.8375,0.4195654378260668,0.10956445022742906,,0.7324268264577096
RPG,0.5257062941785602,0.5,0.37607041494011473,0.14975522538796796,,0.5835281335396573
IYE,0.4705747188620576,0.5375,0.4335961971133255,0.1901390882958443,,0.4232212820597243
XNTK,0.6530951815142453,0.5,0.5755681818181818,0.10672973398289928,,0.4688539163072468
QQEW,0.4106330677839083,0.7500000000000001,0.26675702575508164,0.11326896497326223,,0.19357653178810136
JEMA,0.39281576006367086,0.4750000000000001,0.5979130050003354,0.1153352230303659,,0.5578968162512762
ARKW,0.9916128224390413,1.0,0.7494318181818181,0.1356462473207276,,0.46040891581338717
DTD,0.1965953234810999,0.4125,0.4771409717886133,0.10193803926147789,,0.6152339248674813
EWL,0.23780761603157985,0.6875,0.40419056747872667,0.17500755661896017,,0.519968392980608
MISL,0.37686499424144676,0.8125,0.5049522220272775,0.1160504073198497,,0.7844302505514771
PSI,1.0,0.7625000000000001,0.5581818181818182,0.11054931566482426,,0.6476805057123106
EUSA,0.3046001799457113,0.175,0.42998359023051086,0.10662786887252797,,0.5610081322226982
IAI,0.48414670477139343,0.5375,0.5291707777095471,0.11663024367773757,,0.5155236558785766
IMCB,0.3444751338337151,0.1125,0.4164159231527399,0.10246172593724265,,0.33595627695650754
SPGM,0.26934085533759067,0.175,0.5205600027349616,0.11117003745412271,,0.41892470286109396
XHB,0.7170807094276158,0.5,0.39068646890658304,0.32720206179661804,,0.16883416192012649
ASHR,0.7299635343065989,0.875,0.4056566487948108,0.45980472896007996,,0.4329997036841934
HFXI,0.2047771347312651,0.3125,0.7477578475336324,0.12037440311994217,,0.26424785171040077
INFL,0.2991475226239251,1.0,0.4343777123852478,0.12353083098344633,,0.5343397096105096
IVOG,0.5054851808025955,0.18750000000000003,0.3533761681640152,0.1,,0.32514075000823117
USVM,0.4720978852384971,0.42500000000000004,0.5045933357242747,0.10210968957577421,,0.1
TAN,1.0,0.9374999999999999,0.1,0.2227121493097432,,0.8039870938004153
IYM,0.4599516450363886,0.5375,0.387545836408015,0.10557005929042548,,0.49152207552760707
RODM,0.12815910744603443,0.42500000000000004,0.6025286009897465,0.11718723510355676,,0.3406973298653411
VFMO,0.5299845933285019,0.225,0.4922179699876669,0.10035446899156292,,0.3229183814572154
BAI,,,,,,0.3187699601619861
QQQI,,,,,,0.5685641852961516
FENI,,,,,,1.0
FNGU,,,,,,0.16112995094327204
FELC,,,,,,0.6337536627926124
AKRE,,,,,,0.6922760346360258
FMDE,,,,,,1.0
FELG,,,,,,0.7909491983011232
BLCR,,,,,,1.0
FESM,,,,,,1.0
GRNY,,,,,,0.9302176274981074
EAGL,,,,,,0.4367036512692196
QLTY,,,,,,1.0
MSLC,,,,,,0.466187074046028
IDEF,,,,,,0.1
GPIX,,,,,,0.658347874757186
GPIQ,,,,,,0.5493036578540154
FELV,,,,,,0.466187074046028
BDYN,,,,,,0.466187074046028
CGGE,,,,,,0.466187074046028
CGMM,,,,,,1.0
KLMN,,,,,,0.466187074046028
CGNG,,,,,,0.466187074046028
ILOW,,,,,,0.466187074046028
FEGE,,,,,,1.0
CGIC,,,,,,0.6648668225068322
CGCV,,,,,,1.0
BAFE,,,,,,0.466187074046028
BDVL,,,,,,0.466187074046028
RSSL,,,,,,0.1
SCHV,0.2293294580497022,0.1125,0.4725421532404135,0.5365326220971064,,0.7906528824943211
JIRE,0.25147058236183467,0.36250000000000004,0.5716209549660194,0.3574644262285418,,0.6894610344714059
XLG,0.3813271604377953,0.3125,0.4848054178040839,0.4771762489897055,,0.6430876107068781
FVD,0.14724175375903542,0.8250000000000001,0.4175284590813625,0.37915669489975545,,0.7608731439107106
FBCG,0.6070463850373471,0.7749999999999999,0.5122005410579658,0.29973863219447155,,0.6479768215191127
SIL,0.9215194610778443,0.875,0.6635227272727273,0.37237043609875264,,0.44900075725150657
RING,0.8743637724550898,0.55,0.6297727272727273,0.21868393557991284,,0.5187831297533997
CORO,,,,,,1.0
CWI,0.23555828102465942,0.4375000000000001,0.5965278501653878,0.1889124011418779,,0.3008428538504594
SPYX,0.3175085343501694,0.3125,0.4615884579460955,0.1567011521058958,,0.14957363447799035
FBT,0.42917004942334586,0.7375,0.23287733439291597,0.13815950411623779,,0.7493168274454289
FENY,0.49905104597983274,0.16750000000000004,0.46235830447862863,0.3076667961791168,,0.45700128403516305
PIEQ,,,,,,0.466187074046028
GARP,0.4961450234989638,,0.4837145938582052,0.11619929174778088,,0.5564152372172657
